pl_hostname,pl_letter,pl_discmethod,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,st_dist,st_mass,rowupdate,st_plx
Kepler-1011,b,Transit,5.75322197,,,,860.00,0.91,2016-05-10,
Kepler-654,b,Transit,13.72465129,,,,661.00,1.04,2016-05-10,
Kepler-221,b,Transit,2.79590600,0.037000,,,,0.72,2014-05-14,
Kepler-221,c,Transit,5.69058600,0.059000,,,,0.72,2014-05-14,
Kepler-221,d,Transit,10.04156000,0.087000,,,,0.72,2014-05-14,
Kepler-221,e,Transit,18.36991700,0.130000,,,,0.72,2014-05-14,
Kepler-616,b,Transit,9.99761851,,,,1019.00,0.98,2016-05-10,
Kepler-616,c,Transit,90.41135560,,,,1019.00,0.98,2016-05-10,
Kepler-1557,b,Transit,3.74032496,,,,1532.00,1.11,2016-05-10,
Kepler-655,b,Transit,46.40633580,,,,783.00,1.15,2016-05-10,
Kepler-409,b,Transit,68.95840000,,,,,0.92,2016-10-13,
Kepler-148,d,Transit,51.84688575,,,,,,2016-05-10,
Kepler-148,b,Transit,1.72936600,0.028000,,,,,2014-05-14,
Kepler-148,c,Transit,4.18004300,0.050000,,,,,2014-05-14,
KOI-13,b,Transit,1.76358800,0.036410,0.000640,9.28000,,1.72,2015-10-15,
Kepler-898,b,Transit,5.87061910,,,,479.00,0.65,2016-05-10,
Kepler-990,c,Transit,0.53835431,,,,933.00,1.05,2016-05-10,
Kepler-990,b,Transit,9.91723428,,,,933.00,1.05,2016-05-10,
Kepler-220,d,Transit,28.12239700,0.163000,,,,,2014-05-14,
Kepler-220,e,Transit,45.90273300,0.226000,,,,,2014-05-14,
Kepler-220,c,Transit,9.03419900,0.076000,,,,,2014-05-14,
Kepler-220,b,Transit,4.15980700,0.046000,,,,,2014-05-14,
Kepler-178,c,Transit,20.55280200,0.142000,,,,,2014-05-14,
Kepler-178,b,Transit,9.57669400,0.085000,,,,,2014-05-14,
Kepler-178,d,Transit,96.67898800,0.397000,,,,,2014-05-14,
Kepler-1056,b,Transit,27.49560600,,,,971.00,1.12,2016-05-10,
Kepler-1336,c,Transit,5.77721211,,,,822.00,0.94,2016-05-10,
Kepler-1336,b,Transit,23.19868100,,,,822.00,0.94,2016-05-10,
Kepler-1361,b,Transit,3.57554956,,,,404.00,0.83,2016-05-10,
Kepler-1558,b,Transit,3.50470358,,,,343.00,0.83,2016-05-10,
Kepler-47,b,Transit,49.53200000,0.296200,0.035000,2.00000,1500.00,1.05,2014-05-14,
Kepler-47,c,Transit,303.13700000,0.991000,0.411000,28.00000,1500.00,1.05,2014-05-14,
Kepler-1620,b,Transit,101.95182900,,,,773.00,1.15,2016-05-10,
Kepler-1509,b,Transit,25.43381970,,,,1277.00,1.00,2016-05-10,
Kepler-222,b,Transit,3.93698100,0.048000,,,,,2014-05-14,
Kepler-222,c,Transit,10.08881000,0.091000,,,,,2014-05-14,
Kepler-222,d,Transit,28.08191200,0.180000,,,,,2014-05-14,
Kepler-894,b,Transit,9.80322400,,,,1090.00,0.87,2016-05-10,
Kepler-1344,b,Transit,4.76830490,,,,851.00,1.09,2016-05-10,
Kepler-1306,b,Transit,16.29595382,,,,1130.00,0.98,2016-05-10,
Kepler-1140,b,Transit,24.08627070,,,,657.00,0.76,2016-05-10,
Kepler-902,b,Transit,40.10995470,,,,904.00,0.95,2016-05-10,
Kepler-490,b,Transit,3.26869515,,,,1249.00,1.08,2016-05-10,
WASP-113,b,Transit,4.54216875,0.058850,0.000000,0.47500,360.00,1.32,2016-07-18,
Kepler-309,c,Transit,105.35638300,0.401000,,,,,2014-05-14,
Kepler-309,b,Transit,5.92365300,0.059000,,,,,2014-05-14,
Kepler-87,c,Transit,191.23180000,0.676000,0.039000,0.02000,,1.10,2014-05-14,
Kepler-87,b,Transit,114.73635000,0.481000,0.036000,1.02000,,1.10,2014-05-14,
Kepler-1184,b,Transit,53.59910440,,,,1193.00,1.05,2016-05-10,
Kepler-1228,b,Transit,0.57736958,,,,547.00,0.78,2016-05-10,
Kepler-1259,b,Transit,0.66308526,,,,704.00,0.80,2016-05-10,
Kepler-1022,b,Transit,10.99469878,,,,455.00,0.71,2016-05-10,
Kepler-938,b,Transit,52.62984170,,,,861.00,0.92,2016-05-10,
KIC 10001893,c,Orbital Brightness Modulation,0.32528000,,,,,,2014-10-03,
KIC 10001893,d,Orbital Brightness Modulation,0.81161000,,,,,,2014-10-03,
KIC 10001893,b,Orbital Brightness Modulation,0.21970000,,,,,,2014-10-03,
HD 141399,b,Radial Velocity,94.44000000,0.415000,0.040000,0.45100,36.20,1.07,2016-02-25,27.65
HD 141399,e,Radial Velocity,5000.00000000,5.000000,0.260000,0.66000,36.20,1.07,2016-02-25,27.65
HD 141399,d,Radial Velocity,1069.80000000,2.090000,0.074000,1.18000,36.20,1.07,2016-02-25,27.65
HD 141399,c,Radial Velocity,201.99000000,0.689000,0.048000,1.33000,36.20,1.07,2016-02-25,27.65
Kepler-310,b,Transit,13.93069800,0.111000,,,,0.85,2014-05-14,
Kepler-310,c,Transit,56.47542000,0.281000,,,,0.85,2014-05-14,
Kepler-310,d,Transit,92.87612500,0.392000,,,,0.85,2014-05-14,
Kepler-163,c,Transit,21.34726200,0.152000,,,,0.96,2014-05-14,
Kepler-163,b,Transit,7.81093700,0.078000,,,,0.96,2014-05-14,
Kepler-1229,b,Transit,86.82898900,,,,236.00,0.54,2016-05-10,
Kepler-1046,b,Transit,14.37508035,,,,518.00,1.04,2016-05-10,
Kepler-900,b,Transit,6.99130860,,,,505.00,0.78,2016-05-10,
HAT-P-44,b,Transit,4.30121900,0.050700,0.044000,0.35200,363.00,0.94,2014-05-14,
HAT-P-44,c,Radial Velocity,872.20000000,1.752000,0.494000,4.00000,363.00,0.94,2014-05-14,
Kepler-1583,b,Transit,9.32807355,,,,357.00,0.94,2016-05-10,
Kepler-1297,b,Transit,1.68189002,,,,996.00,0.99,2016-05-10,
Kepler-939,b,Transit,14.87829600,,,,1029.00,0.88,2016-05-10,
Kepler-1543,b,Transit,6.96710269,,,,1114.00,1.39,2016-05-10,
Kepler-1287,b,Transit,11.47685909,,,,1027.00,0.96,2016-05-10,
Kepler-1443,b,Transit,2.41811321,,,,475.00,1.19,2016-05-10,
Kepler-1397,b,Transit,47.44995500,,,,770.00,1.09,2016-05-10,
Kepler-1265,b,Transit,6.49441289,,,,581.00,0.71,2016-05-10,
HD 154345,b,Radial Velocity,3342.00000000,4.190000,0.044000,0.94700,18.06,0.88,2014-05-14,55.37
Kepler-311,b,Transit,9.17609200,0.087000,,,,1.06,2014-05-14,
Kepler-311,c,Transit,19.73828600,0.145000,,,,1.06,2014-05-14,
Kepler-1000,b,Transit,120.01812720,,,,925.00,1.40,2016-05-10,
Kepler-1186,b,Transit,16.07677615,,,,1112.00,0.95,2016-05-10,
Kepler-1092,b,Transit,58.60179250,,,,914.00,0.99,2016-05-10,
Kepler-334,c,Transit,12.75800500,0.107000,,,,1.00,2014-05-14,
Kepler-334,d,Transit,25.09849000,0.168000,,,,1.00,2014-05-14,
Kepler-334,b,Transit,5.47031900,0.061000,,,,1.00,2014-05-14,
Kepler-765,b,Transit,27.66552260,,,,1000.00,1.05,2016-05-10,
Kepler-763,b,Transit,1.19655156,,,,902.00,0.84,2016-05-10,
Kepler-267,d,Transit,28.46451500,0.154000,,,,0.56,2014-05-14,
Kepler-267,b,Transit,3.35372800,0.037000,,,,0.56,2014-05-14,
Kepler-267,c,Transit,6.87745000,0.060000,,,,0.56,2014-05-14,
Kepler-337,b,Transit,3.29278100,0.045000,,,,0.96,2014-05-14,
Kepler-337,c,Transit,9.69320100,0.093000,,,,0.96,2014-05-14,
Kepler-764,b,Transit,7.33683936,,,,1013.00,0.92,2016-05-10,
Kepler-1037,b,Transit,1.06378867,,,,451.00,0.82,2016-05-10,
Kepler-1388,b,Transit,12.28546030,,,,492.00,0.63,2016-05-10,
Kepler-1388,e,Transit,37.63270840,,,,492.00,0.63,2016-05-10,
Kepler-1388,d,Transit,20.95681580,,,,492.00,0.63,2016-05-10,
Kepler-1388,c,Transit,5.53608151,,,,492.00,0.63,2016-05-10,
Kepler-744,b,Transit,12.06222443,,,,486.00,0.94,2016-05-10,
Kepler-565,b,Transit,4.24374723,,,,1041.00,0.98,2016-05-10,
Kepler-1019,b,Transit,1.41122985,,,,198.00,0.70,2016-05-10,
Kepler-102,d,Transit,10.31170000,,,0.01200,,0.81,2014-05-14,
Kepler-102,c,Transit,7.07142000,,,,,0.81,2016-10-13,
Kepler-102,e,Transit,16.14570000,,,0.02800,,0.81,2014-05-14,
Kepler-102,f,Transit,27.45360000,,,,,0.81,2016-10-13,
Kepler-102,b,Transit,5.28696000,,,,,0.81,2016-10-13,
Kepler-941,b,Transit,17.42395198,,,,1105.00,0.89,2016-05-10,
Kepler-989,b,Transit,7.96431535,,,,484.00,0.82,2016-05-10,
Kepler-1199,b,Transit,15.04471980,,,,540.00,0.94,2016-05-10,
Kepler-1144,b,Transit,17.14647302,,,,1012.00,0.98,2016-05-10,
Kepler-549,c,Transit,117.04049800,,,,648.00,0.88,2016-05-10,
Kepler-549,b,Transit,42.94956490,,,,648.00,0.88,2016-05-10,
Kepler-940,b,Transit,59.62252570,,,,1317.00,0.97,2016-05-10,
Kepler-223,e,Transit,19.72567000,,0.051000,0.01510,,1.12,2016-08-04,
Kepler-223,b,Transit,7.38449000,,0.078000,0.02328,,1.12,2016-08-04,
Kepler-223,d,Transit,14.78869000,,0.037000,0.02517,,1.12,2016-08-04,
Kepler-223,c,Transit,9.84564000,,0.150000,0.01605,,1.12,2016-08-04,
Kepler-657,b,Transit,24.54350418,,,,1244.00,1.01,2016-05-10,
Kepler-762,b,Transit,3.77055210,,,,1465.00,1.06,2016-05-10,
Kepler-14,b,Transit,6.79012300,,0.035000,8.40000,980.00,1.51,2014-05-14,
HAT-P-13,c,Radial Velocity,446.27000000,,0.661600,14.28000,214.00,1.22,2014-05-16,
HAT-P-13,b,Transit,2.91625000,,0.013300,0.85100,214.00,1.22,2014-10-15,
Kepler-224,e,Transit,18.64357700,0.124000,,,,0.74,2014-05-14,
Kepler-224,d,Transit,11.34939300,0.089000,,,,0.74,2014-05-14,
Kepler-224,c,Transit,5.92500300,0.058000,,,,0.74,2014-05-14,
Kepler-224,b,Transit,3.13292400,0.038000,,,,0.74,2014-05-14,
Kepler-525,b,Transit,18.68404933,,,,566.00,0.95,2016-05-10,
Kepler-1219,b,Transit,16.10467749,,,,622.00,1.25,2016-05-10,
Kepler-656,b,Transit,1.26025909,,,,867.00,0.86,2016-05-10,
Kepler-526,b,Transit,5.45849832,,,,504.00,1.15,2016-05-10,
Kepler-364,b,Transit,25.74571800,0.178000,,,,1.20,2014-05-14,
Kepler-364,c,Transit,59.98062700,0.312000,,,,1.20,2014-05-14,
Kepler-587,b,Transit,10.94027841,,,,852.00,0.92,2016-05-10,
Kepler-527,b,Transit,13.28535633,,,,901.00,1.28,2016-05-10,
Kepler-994,b,Transit,1.15116651,,,,170.00,0.56,2016-05-10,
Kepler-332,b,Transit,7.62632400,0.070000,,,,0.80,2014-05-14,
Kepler-332,c,Transit,15.99562200,0.114000,,,,0.80,2014-05-14,
Kepler-332,d,Transit,34.21154000,0.189000,,,,0.80,2014-05-14,
Kepler-781,b,Transit,13.21407320,,,,1036.00,0.81,2016-05-10,
Kepler-1146,b,Transit,2.35226580,,,,694.00,0.74,2016-05-10,
Kepler-784,b,Transit,31.59226460,,,,604.00,1.00,2016-05-10,
Kepler-1168,b,Transit,55.82265390,,,,911.00,0.87,2016-05-10,
Kepler-225,b,Transit,6.73897500,0.056000,,,,,2014-05-14,
Kepler-225,c,Transit,18.79423400,0.111000,,,,,2014-05-14,
Kepler-1545,b,Transit,163.69234900,,,,688.00,0.84,2016-05-10,
Kepler-1075,b,Transit,1.52372816,,,,265.00,0.56,2016-05-10,
Kepler-623,b,Transit,9.07097734,,,,811.00,0.90,2016-05-10,
Kepler-783,b,Transit,4.29264638,,,,544.00,0.93,2016-05-10,
Kepler-1605,b,Transit,85.75654950,,,,224.00,0.86,2016-05-10,
Kepler-29,b,Transit,10.33840000,,,0.01419,1400.00,0.98,2016-04-07,
Kepler-29,c,Transit,13.28840000,,,0.01259,1400.00,0.98,2016-04-07,
Kepler-94,b,Transit,2.50806000,,,0.03400,,0.81,2014-05-14,
Kepler-94,c,Radial Velocity,820.30000000,,,9.83600,,0.81,2014-05-14,
Kepler-659,b,Transit,17.67179600,,,,688.00,0.79,2016-05-10,
Kepler-617,b,Transit,1.68269615,,,,150.00,0.51,2016-05-10,
Kepler-40,b,Transit,6.87349000,0.080000,0.000000,2.20000,2700.00,1.48,2014-05-14,
Kepler-362,b,Transit,10.32718600,0.087000,,,,0.77,2014-05-14,
Kepler-362,c,Transit,37.86628100,0.207000,,,,0.77,2014-05-14,
Kepler-1371,c,Transit,2.00541269,,,,450.00,0.87,2016-05-10,
Kepler-1371,b,Transit,3.44620390,,,,450.00,0.87,2016-05-10,
Kepler-1043,b,Transit,38.50533980,,,,838.00,0.92,2016-05-10,
Kepler-1577,b,Transit,6.30560247,,,,543.00,0.78,2016-05-10,
Kepler-511,b,Transit,296.63786500,,,,448.00,1.00,2016-05-10,
Kepler-658,b,Transit,1.28707676,,,,341.00,0.63,2016-05-10,
Kepler-272,b,Transit,2.97135300,0.038000,,,,0.79,2014-05-14,
Kepler-272,d,Transit,10.93730400,0.091000,,,,0.79,2014-05-14,
Kepler-272,c,Transit,6.05734200,0.061000,,,,0.79,2014-05-14,
Kepler-125,c,Transit,5.77446400,0.051000,,,,0.55,2014-05-14,
Kepler-125,b,Transit,4.16438900,0.041000,,,,0.55,2014-05-14,
Kepler-164,c,Transit,10.94572300,0.097000,,,,1.11,2014-05-14,
Kepler-164,d,Transit,28.98676900,0.187000,,,,1.11,2014-05-14,
Kepler-164,b,Transit,5.03503000,0.058000,,,,1.11,2014-05-14,
Kepler-1253,b,Transit,68.88619150,,,,390.00,0.97,2016-05-10,
Kepler-992,b,Transit,20.16034462,,,,268.00,0.80,2016-05-10,
Kepler-981,b,Transit,4.46975774,,,,913.00,0.98,2016-05-10,
Kepler-1395,b,Transit,3.78470649,,,,507.00,1.17,2016-05-10,
Kepler-1284,b,Transit,0.66407381,,,,852.00,0.84,2016-05-10,
Kepler-588,b,Transit,4.22162536,,,,972.00,1.01,2016-05-10,
Kepler-1167,b,Transit,1.00393374,,,,811.00,0.79,2016-05-10,
Kepler-273,b,Transit,2.93653200,0.037000,,,,,2014-05-14,
Kepler-273,c,Transit,8.01492700,0.073000,,,,,2014-05-14,
Kepler-660,b,Transit,9.27358194,,,,564.00,0.75,2016-05-10,
Kepler-1141,b,Transit,2.34451194,,,,365.00,1.01,2016-05-10,
Kepler-284,b,Transit,12.69914900,0.104000,,,,,2014-05-14,
Kepler-284,c,Transit,37.51445600,0.213000,,,,,2014-05-14,
Kepler-141,c,Transit,7.01060600,0.067000,,,,1.00,2014-05-14,
Kepler-141,b,Transit,3.10767500,0.039000,,,,1.00,2014-05-14,
Kepler-528,b,Transit,19.78297415,,,,711.00,1.01,2016-05-10,
Kepler-1112,b,Transit,14.36267939,,,,1734.00,1.34,2016-05-10,
Kepler-589,b,Transit,16.54964934,,,,643.00,0.88,2016-05-10,
Kepler-782,b,Transit,158.68533080,,,,412.00,0.98,2016-05-10,
Kepler-179,c,Transit,6.40013000,0.064000,,,,,2014-05-14,
Kepler-179,b,Transit,2.73592600,0.036000,,,,,2014-05-14,
KIC 10525077,b,Transit,854.08300000,,,,,1.01,2016-01-05,
Kepler-1049,b,Transit,3.27346074,,,,129.00,0.51,2016-05-10,
Kepler-1578,b,Transit,1.45088691,,,,1016.00,0.90,2016-05-10,
Kepler-165,c,Transit,15.31299000,0.110000,,,,,2014-05-14,
Kepler-165,b,Transit,8.18084800,0.072000,,,,,2014-05-14,
Kepler-1179,b,Transit,2.68505749,,,,454.00,0.84,2016-05-10,
Kepler-566,b,Transit,18.42794624,,,,628.00,0.83,2016-05-10,
Kepler-17,b,Transit,1.48571080,0.025910,0.011000,2.45000,800.00,1.16,2014-05-14,
Kepler-1622,b,Transit,10.81187370,,,,927.00,1.31,2016-05-10,
Kepler-811,b,Transit,23.58447697,,,,847.00,1.01,2016-05-10,
Kepler-283,c,Transit,92.74371100,0.341000,,,,,2014-05-14,
Kepler-283,b,Transit,11.00815100,0.082000,,,,,2014-05-14,
Kepler-129,c,Transit,82.20017000,0.393000,,,,1.18,2014-05-14,
Kepler-129,b,Transit,15.79186000,0.131000,,,,1.18,2014-05-14,
2MASS J22362452+4751425,b,Imaging,,230.000000,,12.50000,74.00,0.60,2016-11-10,
Kepler-661,b,Transit,6.02930132,,,,558.00,0.70,2016-05-10,
Kepler-550,b,Transit,8.60010411,,,,563.00,0.87,2016-05-10,
Kepler-194,c,Transit,17.30803200,0.131000,,,,,2014-05-14,
Kepler-194,b,Transit,2.09228100,0.032000,,,,,2014-05-14,
Kepler-194,d,Transit,52.81497300,0.275000,,,,,2014-05-14,
Kepler-1415,b,Transit,0.63642408,,,,1066.00,0.89,2016-05-10,
Kepler-1568,b,Transit,20.92539200,,,,883.00,1.09,2016-05-10,
Kepler-1151,b,Transit,65.64784240,,,,763.00,0.88,2016-05-10,
Kepler-1367,b,Transit,1.57409027,,,,357.00,0.62,2016-05-10,
Kepler-529,b,Transit,1.98035766,,,,787.00,1.07,2016-05-10,
Kepler-529,c,Transit,12.83450220,,,,787.00,1.07,2016-05-10,
Kepler-226,c,Transit,5.34955500,0.058000,,,,0.86,2014-05-14,
Kepler-226,d,Transit,8.10904400,0.076000,,,,0.86,2014-05-14,
Kepler-226,b,Transit,3.94099700,0.047000,,,,0.86,2014-05-14,
Kepler-815,b,Transit,8.57503552,,,,1199.00,1.25,2016-05-10,
Kepler-22,b,Transit,289.86230000,0.849000,0.000000,0.11300,190.00,0.97,2014-05-14,
Kepler-1121,b,Transit,13.15141081,,,,529.00,1.29,2016-05-10,
Kepler-369,c,Transit,14.87157200,0.094000,,,,0.54,2014-05-14,
Kepler-369,b,Transit,2.73275600,0.030000,,,,0.54,2014-05-14,
Kepler-662,b,Transit,21.67697486,,,,641.00,0.79,2016-05-10,
Kepler-969,c,Transit,1.68293460,,,,411.00,0.92,2016-05-10,
Kepler-969,b,Transit,34.17317140,,,,411.00,0.92,2016-05-10,
Kepler-954,b,Transit,16.78176602,,,,224.00,0.82,2016-05-10,
Kepler-663,b,Transit,4.99678284,,,,1030.00,0.86,2016-05-10,
Kepler-1189,b,Transit,3.78858982,,,,883.00,1.11,2016-05-10,
Kepler-1453,b,Transit,47.16116960,,,,1284.00,0.97,2016-05-10,
Kepler-917,b,Transit,2.97041437,,,,1027.00,0.80,2016-05-10,
Kepler-1594,b,Transit,2.71603809,,,,1100.00,1.06,2016-05-10,
Kepler-195,c,Transit,34.09686300,0.197000,,,,,2014-05-14,
Kepler-195,b,Transit,8.30787200,0.077000,,,,,2014-05-14,
HAT-P-7,b,Transit,2.20473720,0.036760,0.001600,1.68200,320.00,1.47,2016-08-18,
Kepler-1069,b,Transit,23.89902960,,,,435.00,0.99,2016-05-10,
Kepler-1588,b,Transit,7.84931739,,,,658.00,0.96,2016-05-10,
Kepler-1191,b,Transit,5.60014851,,,,876.00,0.85,2016-05-10,
Kepler-1590,b,Transit,7.61760804,,,,900.00,1.11,2016-05-10,
Kepler-809,b,Transit,55.63934000,,,,933.00,0.99,2016-05-10,
HAT-P-3,b,Transit,2.89973600,0.038660,0.000000,0.59100,138.00,0.92,2014-05-14,
Kepler-1541,b,Transit,8.40691199,,,,414.00,0.86,2016-05-10,
Kepler-1644,b,Transit,21.09077580,,,,592.00,0.89,2016-05-10,
Kepler-117,c,Transit,50.79039100,0.280400,0.032300,1.84000,1430.00,1.13,2014-11-19,
Kepler-117,b,Transit,18.79592280,0.144500,0.049300,0.09400,1430.00,1.13,2014-11-19,
Kepler-551,b,Transit,12.37646610,,,,312.00,0.65,2016-05-10,
Kepler-618,b,Transit,3.59576964,,,,1115.00,1.05,2016-05-10,
Kepler-285,b,Transit,2.63386700,0.036000,,,,0.85,2014-05-14,
Kepler-285,c,Transit,6.18667600,0.064000,,,,0.85,2014-05-14,
Kepler-1102,b,Transit,51.32856230,,,,986.00,0.96,2016-05-10,
HAT-P-11,b,Transit,4.88781620,0.053000,0.198000,0.08100,38.00,0.81,2014-05-14,
Kepler-810,b,Transit,4.59725385,,,,1554.00,1.03,2016-05-10,
Kepler-375,c,Transit,19.98632600,0.141000,,,,0.89,2014-05-14,
Kepler-375,b,Transit,12.12593400,0.101000,,,,0.89,2014-05-14,
Kepler-482,b,Transit,56.35418576,,,,290.00,0.75,2016-05-10,
Kepler-807,b,Transit,117.93108781,,,,1312.00,1.04,2016-05-10,
Kepler-1040,b,Transit,201.12140000,,,,473.00,0.98,2016-05-10,
Kepler-227,c,Transit,54.41869400,0.290000,,,,,2014-05-14,
Kepler-227,b,Transit,9.48801500,0.090000,,,,,2014-05-14,
Kepler-1637,b,Transit,6.10960324,,,,506.00,1.02,2016-05-10,
Kepler-1530,c,Transit,5.32274060,,,,552.00,0.92,2016-05-10,
Kepler-1530,b,Transit,2.59044340,,,,552.00,0.92,2016-05-10,
Kepler-1515,b,Transit,214.31141640,,,,504.00,1.30,2016-05-10,
Kepler-1215,b,Transit,4.76703963,,,,701.00,0.95,2016-05-10,
Kepler-812,b,Transit,10.11716531,,,,1482.00,1.45,2016-05-10,
Kepler-107,e,Transit,14.74904900,0.123000,,,,,2014-05-14,
Kepler-107,c,Transit,4.90142500,0.059000,,,,,2014-05-14,
Kepler-107,d,Transit,7.95820300,0.082000,,,,,2014-05-14,
Kepler-107,b,Transit,3.17999700,0.044000,,,,,2014-05-14,
Kepler-1210,b,Transit,8.07124073,,,,1155.00,0.94,2016-05-10,
Kepler-228,c,Transit,4.13444400,0.052000,,,,,2014-05-14,
Kepler-228,b,Transit,2.56654600,0.038000,,,,,2014-05-14,
Kepler-228,d,Transit,11.09428600,0.101000,,,,,2014-05-14,
Kepler-664,b,Transit,2.52559332,,,,1386.00,1.01,2016-05-10,
Kepler-590,b,Transit,5.85296257,,,,986.00,1.10,2016-05-10,
Kepler-6,b,Transit,3.23469960,0.048520,,0.66800,,1.21,2015-10-15,
Kepler-552,b,Transit,5.26341577,,,,834.00,1.03,2016-05-10,
Kepler-414,b,Transit Timing Variations,4.70000000,,,0.01100,,0.89,2014-05-28,
Kepler-414,c,Transit Timing Variations,7.17100000,,,0.09400,,0.89,2014-05-28,
Kepler-1390,b,Transit,6.48021673,,,,760.00,0.98,2016-05-10,
Kepler-1084,b,Transit,2.05333679,,,,427.00,1.12,2016-05-10,
Kepler-153,b,Transit,18.87022700,0.129000,,,,,2014-05-14,
Kepler-153,c,Transit,46.90232000,0.237000,,,,,2014-05-14,
Kepler-1510,b,Transit,84.70392100,,,,1615.00,1.19,2016-05-10,
Kepler-918,b,Transit,4.85386933,,,,1245.00,1.11,2016-05-10,
Kepler-1329,b,Transit,9.33646594,,,,624.00,0.72,2016-05-10,
Kepler-1099,b,Transit,2.16845259,,,,1209.00,1.01,2016-05-10,
Kepler-358,b,Transit,34.06046700,0.210000,,,,0.95,2014-05-14,
Kepler-358,c,Transit,83.48836900,0.381000,,,,0.95,2014-05-14,
Kepler-432,b,Transit,52.50112900,0.301000,0.513400,5.41000,870.00,1.32,2015-04-30,
Kepler-432,c,Radial Velocity,406.20000000,,0.498000,2.43000,870.00,1.32,2015-04-30,
Kepler-286,c,Transit,3.46809500,0.042000,,,,,2014-05-14,
Kepler-286,d,Transit,5.91432300,0.061000,,,,,2014-05-14,
Kepler-286,b,Transit,1.79630200,0.027000,,,,,2014-05-14,
Kepler-286,e,Transit,29.22128900,0.176000,,,,,2014-05-14,
Kepler-567,b,Transit,16.54297375,,,,568.00,0.84,2016-05-10,
Kepler-1138,b,Transit,3.17060005,,,,1101.00,0.95,2016-05-10,
Kepler-1440,b,Transit,39.85948400,,,,685.00,0.98,2016-05-10,
Kepler-133,c,Transit,31.51758600,0.204000,,,,,2014-05-14,
Kepler-133,b,Transit,8.12997600,0.083000,,,,,2014-05-14,
Kepler-553,b,Transit,4.03046804,,,,725.00,0.92,2016-05-10,
Kepler-553,c,Transit,328.23995460,,,,725.00,0.92,2016-05-10,
Kepler-1293,b,Transit,5.57654784,,,,770.00,1.18,2016-05-10,
Kepler-1422,b,Transit,18.60519420,,,,2081.00,1.15,2016-05-10,
Kepler-488,b,Transit,3.12082923,,,,1157.00,1.07,2016-05-10,
Kepler-114,d,Transit,11.77600000,,,0.01200,,0.56,2014-05-14,
Kepler-114,b,Transit,5.18854900,0.053000,,,,0.56,2014-05-14,
Kepler-114,c,Transit,8.04100000,,,0.00900,,0.56,2014-05-14,
Kepler-101,c,Transit,6.02976000,0.068400,0.000000,0.01000,,1.17,2014-09-25,
Kepler-101,b,Transit,3.48768120,0.047400,0.086000,0.16000,,1.17,2014-09-25,
Kepler-1339,b,Transit,1.34155513,,,,267.00,0.94,2016-05-10,
Kepler-229,b,Transit,6.25297200,0.062000,,,,,2014-05-14,
Kepler-229,d,Transit,41.19491200,0.220000,,,,,2014-05-14,
Kepler-229,c,Transit,16.06863800,0.117000,,,,,2014-05-14,
Kepler-1651,b,Transit,9.87863917,,0.130000,,69.40,0.52,2017-05-25,
Kepler-568,b,Transit,11.02347475,,,,126.00,0.55,2016-05-10,
Kepler-619,b,Transit,5.40427220,,,,1111.00,1.09,2016-05-10,
Kepler-619,c,Transit,1.20846503,,,,1111.00,1.09,2016-05-10,
Kepler-1645,b,Transit,16.17795610,,,,844.00,1.02,2016-05-10,
Kepler-408,b,Transit,2.46502000,,,,,1.08,2016-10-13,
Kepler-1132,b,Transit,62.89162280,,,,940.00,0.87,2016-05-10,
Kepler-814,b,Transit,6.14698510,,,,1327.00,1.15,2016-05-10,
Kepler-591,b,Transit,81.16942990,,,,793.00,0.97,2016-05-10,
Kepler-813,b,Transit,19.12947337,,,,840.00,0.95,2016-05-10,
Kepler-287,c,Transit,44.85189600,0.246000,,,,,2014-05-14,
Kepler-287,b,Transit,20.34219900,0.145000,,,,,2014-05-14,
Kepler-339,b,Transit,4.97765600,0.055000,,,,0.84,2014-05-14,
Kepler-339,d,Transit,10.55834500,0.091000,,,,0.84,2014-05-14,
Kepler-339,c,Transit,6.98805500,0.069000,,,,0.84,2014-05-14,
Kepler-808,b,Transit,0.63133235,,,,321.00,0.76,2016-05-10,
Kepler-665,b,Transit,16.01310205,,,,651.00,0.79,2016-05-10,
Kepler-142,b,Transit,2.02415200,0.032000,,,,0.99,2014-05-14,
Kepler-142,d,Transit,41.80911800,0.242000,,,,0.99,2014-05-14,
Kepler-142,c,Transit,4.76170200,0.057000,,,,0.99,2014-05-14,
Kepler-919,b,Transit,11.04603384,,,,1219.00,1.15,2016-05-10,
Kepler-466,c,Transit,3.70921385,,,,436.00,1.04,2016-05-10,
Kepler-466,b,Transit,51.07926307,,,,436.00,1.04,2016-05-10,
Kepler-230,c,Transit,91.77324200,0.380000,,,,,2014-05-14,
Kepler-230,b,Transit,32.62555500,0.191000,,,,,2014-05-14,
Kepler-1281,b,Transit,3.11602791,,,,1090.00,0.87,2016-05-10,
Kepler-849,b,Transit,394.62449040,,,,747.00,1.23,2016-05-10,
Kepler-1638,b,Transit,259.33683000,,,,879.00,0.97,2016-05-10,
Kepler-1421,b,Transit,6.91311120,,,,675.00,1.25,2016-05-10,
Kepler-530,b,Transit,39.30941904,,,,464.00,0.97,2016-05-10,
Kepler-569,b,Transit,34.18890521,,,,645.00,0.95,2016-05-10,
Kepler-447,b,Transit,7.79430132,0.076900,0.123000,1.37000,,1.00,2015-02-19,
